transcription,transcription_wav2vec2
WE FROWN WHEN EVENTS TAKE A BAD TURN,WE FROWN ONE EVENTS TAKE A BAD TURN
PORT IS A STRONG WINE WITH A SMOKY TASTE,PORT IS A STRONG WINE WITH A SMOKE HE TASTE
THE YOUNG KID JUMPED THE RUSTY GATE,THE YUNK HAD JUMPED THE RUSTY GAT
GUESS THE RESULT FROM THE FIRST SCORES,GAS THE RESULT FROM THE FIRST SCAUSE
A SALT PICKLE TASTES FINE WITH HAM,A SHORT PICKLE TRASTES FINE WITH HUM
THE JUST CLAIM GOT THE RIGHT VERDICT,THE JUST CLAIM GOT TO RITE VERDICT
THOSE THISTLES BEND IN A HIGH WIND,THOSE THISTLES BEND IN A HIGH WIND
PURE BRED POODLES HAVE CURLS,PUWBRAD PODLES OF CURLS
THE TREE TOP WAVED IN A GRACEFUL WAY,THE TRE TOP WAVED IN A GRACEFUL WAY
THE SPOT ON THE BLOTTER WAS MADE BY GREEN INK,THE SPOT ON THE PLOTER WAS MADE BY GLEAMING
MUD WAS SPATTERED ON THE FRONT OF HIS WHITE SHIRT,MUD WAS SPATERED ON THE FRONT OF HIS WHITE SHIRT
THE CIGAR BURNED A HOLE IN THE DESK TOP,THE CIGAR BURNED A HOLE IN THE DESK TOP
THE EMPTY FLASK STOOD ON THE TIN TRAY,THE EMPTY FLASK STOD ON THE TIN TRAY
A SPEEDY MAN CAN BEAT THIS TRACK MARK,A SPREDY MAN CAN BEAT THIS CHACK MARK
HE BROKE A NEW SHOELACE THAT DAY,HE BROKEN NICHULES THAT DAY
THE COFFEE STAND IS TOO HIGH FOR THE COUCH,THE COFE STAND IS TO HIGH FOR THE COUCH
THE URGE TO WRITE SHORT STORIES IS RARE,HE URGED TO WRITE SHORT STORIES AS RARE
THE PENCILS HAVE ALL BEEN USED,THE PANCILS HAV AL BIMUSED
THE PIRATES SEIZED THE CREW OF THE LOST SHIP,THE PILOTS SEIZED THE CREW OF THE LOST SHIP
WE TRIED TO REPLACE THE COIN BUT FAILED,WE TRIED TO REPLACE THE COIN THAT FAILED
SHE SEWED THE TORN COAT QUITE NEATLY,SHE SEWED THE TORN COAT QUITE MUTLY
THE SOFA CUSHION IS RED AND OF LIGHT WEIGHT,THE SOFA CUSHION IS REDEND OF LIGHT WEIGHT
THE JACKET HUNG ON THE BACK OF THE WIDE CHAIR,THE JACKET HUNG ON THE BACK OF THE WIDE CHAIR
AT THAT HIGH LEVEL THE AIR IS PURE,TAT THE TIGH LAVE OLDIAIR IS PURE
DROP THE TWO WHEN YOU ADD THE FIGURES,DROP THE TWO WORMULAP THE FIGURES
A FILING CASE IS NOW HARD TO BUY,THE FININ CASE IS NOW HARD TO BUY
AN ABRUPT START DOES NOT WIN THE PRIZE,AN ABRUPT START DOES NOT WIN THE PRIZE
WHIT IS BEST FOR MAKING TOYS AND BLOCKS,WHAT IS BEST FOR MAKING TIES AND BLOCKS
THE OFFICE PAINT WAS DULL,THE OFICE PAINT WAS A DOWL
SAID DAN,SAT DRON
HE KNEW THE SKILL OF A GREAT YOUNG ACTRESS,HE KNEW THE SKIL OF THE GREAT YOUNG ACTRES
A RAG WILL SOAK UP SPILLED WATER,A RAG WIL SHOW UP SPLOWD WATER
A SHOWER OF DIRT FELL FROM THE HOT PIPES,A SHOWER OF DIRT FEL FROM THE HOT PIPES
STEAM HIST FROM THE BROKEN VALVE,STEAM HISED FROM THE BROKEN VALEL
THE CHILD ALMOST HURT THE SMALL DOG,THE CHILD ALMOST HURT THE SMAL DOG
THERE WAS A SOUND OF DRY LEAVES OUTSIDE,THERE WAS A SOUND OF DRY LEAVES OUTSIDE
THE SKY THAT MORNING WAS CLEAR AND BRIGHT BLUE,THE SKY TAT MORNING WAS CLEAR AND BRIGHT BLUE
TORN SCRAPS LITTERED THE STONE FLOOR,TORN SCRAPS SLITED THE STONE FLOR
SUNDAY IS THE BEST PART OF THE WEEK,SOMEDAY IS THE BEST PART OF THE WEK
THE DOCTOR CURED HIM WITH THESE PILLS,THE DOCTOR CURED HIM WITH THESE PALS
THE NEW GIRL WAS FIRED TODAY AT NOON,THE NEW GIRL WAS FIRED TO DAY AT NON
THEY FELT GAY WHEN THE SHIP ARRIVED IN PORT,THEY FELT GAY WHEN THE SHIP ARIVED IN PORT
ADD THE STORE'S ACCOUNT TO THE LAST CENT,ADTE STORES THE COUNT OF THE LAST CENT
ACID BURNS HOLES IN WOOL CLOTH,ASIDBURN'S HOLES IN WAL CLOTH
FAIRY TALES SHOULD BE FUN TO WRITE,FAIRY TALES SHOULD BE FUN TO WRITE
EIGHT MILES OF WOODLAND BURN TO WASTE,EIGHT MILES OF WODLAND BURN TO WASTE
THE THIRD ACT WAS DULL AND TIRED THE PLAYERS,THE THIRD AC TWAS DUL AND TIRED THE CLAYERS
A YOUNG CHILD SHOULD NOT SUFFER FRIGHT,A YOUNG CHILD SHOULD NOT SUFER FRIGHTS
ADD THE COLUMN AND PUT THE SUM HERE,A'B THE COLUMN AND PUT THE SUM HERE
WE ADMIRE AND LOVE A GOOD COOK,WE ADMIRE AND LOVE E A GOD COK
THERE THE FLOOD MARK IS TEN INCHES,THE OVER FLOG MARK HIS TEN INCHES
HE CARVED A HEAD FROM THE ROUND BLOCK OF MARBLE,BE CARVED AHEAD FROM THE ROUND BLOCK OF MARBLE
SHE HAS A SMART WAY OF WEARING CLOTHES,SHE HAS A SMART WAY OF WEARING CLOTHES
THE FRUIT OF A FIG TREE IS APPLE SHAPED,THE FRUITS OF A FIG TRE IS APLE SHAPED
CORN COBS CAN BE USED TO KINDLE A FIRE,CORNCOBS CONBESE TO KINDLE A FIRE
WHERE WERE THEY WHEN THE NOISE STARTED,WHERE WERE THEY WEN THE NOISE STARTED
THE PAPER BOX IS FULL OF THUMB TACKS,THE PAPER BOX IS FUL OF THUMTACKS
SELL YOUR GIFT TO A BUYER AT A GOOD GAIN,SAN YOUR GIFT TO ABIRE AT YOUR GOD GAME
THE TONGS LAY BESIDE THE ICE PAIL,THE TONG WAS LAY BRESIDE THE ICE PALE
THE PETALS FALL WITH THE NEXT PUFF OF WIND,THE PATLE'S FAL WERE VEMEXED PUF OF WIND
BRING YOUR BEST COMPASS TO THE THIRD CLASS,BRING YOUR BEST COMPAS TO THE FIRD CLUS
THEY COULD LAUGH ALTHOUGH THEY WERE SAD,THEY COULD LAUGH WOL THOUGH THEY WERE SAD
FARMERS CAME IN TO THRESH THE OAT CROP,FARMERS CAME INTO THRASH THE OT CROP
THE BROWN HOUSE WAS ON FIRE TO THE ATTIC,THE BROWN HOUSE WAS ON FIRE TO THE ATIC
THE LURE IS USED TO CATCH TROUT AND FLOUNDER,THE LEORE IS USED TO CATCH CROUT AND FLOUNDER
FLOAT THE SOAP ON TOP OF THE BATH WATER,FLOAT THE SOAK ON TOP OF THE BART WATER
A BLUE CRANE IS A TALL WADING BIRD,A BLUE CRANE IS A TAL WADING BIRD
A FRESH START WILL WORK SUCH WONDERS,A FRESH STOT WIL WORK SUCH WONDERS
THE CLUB RENTED THE RINK FOR THE FIFTH NIGHT,THE CARBRANTO THE RINK FOR THE FIFTH NIGHT
AFTER THE DANCE,OF TOU GE DANCE
THEY WENT STRAIGHT HOME,THEY WAMP STRAIGHT HOME
THE HOST HAS TAUGHT THE NEW MAID TO SERVE,THE HOUSTES TAUGHT THE NEW MAY TO SERVE
HE WROTE HIS LAST NOVEL THERE AT THE INN,HE WROTE TO HIS LAST NOVEL TERETHE IN
EVEN THE WORST WILL BEAT HIS LOW SCORE,EVEN THE WORST WIL BEATIS LOW SCORE
THE CEMENT HAD DRIED WHEN HE MOVED IT,THE SURMONT HAD DRIED WHEN HE MOVED IT
THE LOSS OF THE SECOND SHIP WAS HARD TO TAKE,THE LOS OF THE SACON SHIP WAS HARD TO TAKE
THE FLY MADE ITS WAY ALONG THE WALL,THE FLY MADE ITS WAY ALONG THE WAL
DO THAT WITH A WOODEN STICK,TO THAT RIVER WODEN STICK
LIVE WIRES SHOULD BE KEPT COVERED,LIVEWIRES SHOULD BE KEPT COVERED
THE LARGE HOUSE HAD HOT WATER TAPS,THE LARGE HOUSE HOD HOT WATER TAPS
IT IS HARD TO ERASE BLUE OR RED INK,IT IS HARD TO ARAISE BLOM OR RED INK
WRITE AT ONCE OR YOU MAY FORGET IT,WRIT AT ONE SOR YOU MAY FORGET US
THE DOOR KNOB WAS MADE OF BRIGHT CLEAN BRASS,THE DOAWKNOB WAS MADE OF BRIGHT CLEAN BRAS
THE WRECK OCCURRED BY THE BANK ON MAIN STREET,THE RACK OCURED BY THE BANKON MAIN STRET
A PENCIL WITH BLACK LEAD WRITES BEST,A PENCIL WITH BLACK LEATHED WHITE SPREAST
COAX IS A YOUNG CALF TO DRINK FROM A BUCKET,COAX A YOUNG CALF TO DRINK FROM A BUCKET
SCHOOLS FOR LADIES TEACH CHARM AND GRACE,SCHOLS FOR LADIES TEACH CHARM AND GRACE
THE LAMP SHONE WITH A STEADY GREEN FLAME,THE LAMP SHONE WITH A STADY GREN FLAME
THEY TOOK THE AXE AND THE SAW OF THE FOREST,THEY TOK THE AXON TE SORT OF THE FOREST
THE ANCIENT COIN WAS QUITE DULL AND WORN,THE ANCIENT COIN WAS QUITE DUL AND WORN
THE SHAKY BARN FELL WITH A LOUD CRASH,THE SHAKY BAN FEL WITH A LOUD CRUSH
JAZZ AND SWING FANS LIKE FAST MUSIC,JOUSAND SWING FUMS LIKE FOST MUSIC
RAKE THE RUBBISH UP AND THEN BURN IT,BREAK THE ROBISHEPO MANBURNIT
SLASH THE GOLD CLOTH INTO FINE RIBBONS,SLASH THE GOLD CLOTH INTO FINE RIBROMS
TRY TO HAVE THE COURT DECIDE THE CASE,TRY TO HAVE THE COURT DECIDE THE CASE
THEY ARE PUSHED BACK EACH TIME THEY ATTACK,FOR YOUR PUSHED BACK EACH TIME MY A TACK
HE BROKE HIS TIES WITH GROUPS OF FORMER FRIENDS,HE BROKE HIS TIES WITH GROUPS OF FORMER FRAMS
THEY FLOATED ON THE RAFT TO SUN THEIR WHITE BACKS,BE FLOATED ON THE RAFT YO SOME THER WHITE BACKS
THE MAP HAD AN X THAT MEANT NOTHING,THE MARPADON EXT AT MEANT NOTHING
WHITINGS ARE SMALL FISH CAUGHT IN NETS,WHITINGS OF SMAL FISH COURTIMNETS
SOME ADS SERVE TO CHEAT BUYERS,SAMADS SERVED TO CHEAT BIRS
JERK THE ROPE IN THE BELL RINGS WEAKLY,JERK THE ROPE AND THE BOUGH RINGS WEAKLY
A WAXED FLOOR MAKES US LOSE BALANCE,A WORKSTRUL MAKES SIR SLUSE BALANCE
MADAM,MAGUM
THIS IS THE BEST BRAND OF CORN,THIS IS THE BEST BRAND OF CORN
ON THE ISLANDS THE SEA BREEZE IS SOFT AND MILD,ON THE ISLANDS THE SEA BREZES SOFT AND MILD
THE PLAY BEGAN AS SOON AS WE SAT DOWN,THE PLAY BEGAN AS SON AS WE SAT DOWN
THIS WILL LEAD THE WORLD TO MORE SOUND AND FURY,THIS WIL LEAD THE WORLD TO MORE SOUND AND FURY
ADD SALT BEFORE YOU FRY THE EGG,ATSALT BEFORE YOU FIVE Y EG
THE RUSH FOR FUNDS REACHED ITS PEAK TUESDAY,THE RUSH FOR FUNLS REACHED ITS PEAK TUESDAY
THE BIRCH LOOKED STARK WHITE AND LONESOME,THE BIRCH MOKED STALK QUITES AND LOTESOME
THE BOX IS HELD BY A BRIGHT RED SNAPPER,THE BOX IS HOWLED BY A BRIGHT RED SNAPER
TO MAKE PURE ICE,TO MAKE PEWRICE
YOU FREEZE WATER,YOU FREZE WATER
THE FIRST WORM GETS SNAPPED EARLY,THE FIRST WORM GAT SMARK TURLY
JUMP THE FENCE AND HURRY UP THE BANK,JRUMP THE FIMSUNT HURY UP THE BANK
YELL AN CLAP AS THE CURTAIN SLIDES BACK,YALENT CLOP WAS THE CURTAN SLIDE SPOCK
THEY ARE MEN WHO WALK THE MIDDLE OF THE ROAD,THER AE MEN WHO WALKS THE MADLE OF THE ROAD
BOTH BROTHERS WERE THE SAME SIZE,BOTH BROTHERS WERE THE SAME SIZE
IN SOME FORM OR OTHER WE NEED FUN,IN SOME FORMORE OFE RELIED FUN
THE PRINCE ORDERED HIS HEAD CHOPPED OFF,THE PRINCE ORDERS HIS HEAD CHOPED OF
THE HOUSES ARE BUILT OF RED CLAY BRICKS,THE HOUSES BOUGHT TO RED CLAY BRICKS
DUCKS FLY NORTH BUT LACK A COMPASS,DRUCS FLY NORTH BUDLACA CAMPAS
FRUIT FLAVORS ARE USED IN FIZZ DRINKS,FRUIT FLAVORS ARE USED IN FIST DRINKS
THESE PILLS DO LESS GOOD THAN OTHERS,THESE PALS DO AS GOD THEN OVERS
CANNED PEARS LACK FULL FLAVOR,COUNT PAYS LUCK FOR FLAVOR
THE DARK POT HUNG IN THE FRONT CLOSET,THE DARK POT HUNG IN THE FRONT CLOSERT
CARRY THE PAIL TO THE WALL AND SPILL IT THERE,CARY THE PAIL TO THE WARM AND SPILIT THRERE
THE TRAIN BROUGHT OUR HERO TO THE BIG TOWN,THE TRAIN BROUGHT OUR HERO TO THE BIG TONGUE
WE ARE SURE THAT ONE WAR IS ENOUGH,WE ARE SURE THAT ONE WAR IS ENOUGH
GREAT PAINTS STRETCHED FOR MILES AROUND,GREY PAINTS STRETCH'D FOR MILES AROUND
THE RUDE LAUGH FILLED THE EMPTY ROOM,THE RUDE LOF FILED THE EMPTY ROM
HIGH SEATS ARE BEST FOR FOOTBALL FANS,HIGH SEAT A BEST FOR FOTBOR FAMS
TEA SERVED FROM THE BROWN JUG IS TASTY,TEA SERVED FROM THE BRAN GAGIZ TASTI
A DASH OF PEPPER SPOILS BEEF STEW,THE DUSH OF PAPTHE SPOILS BEF STREW
A ZESTFUL FOOD IS THE HOT CROSS BUN,A ZAST FOR FOD IS THE HOT COARSE BUN
THE HORSE TROTTED AROUND THE FIELD AT A BRISK PACE,THE HORSE TROTED ROUND THE FIELDS AT ABRISK PACE
FIND THE TWIN WHO STOLE THE PEARL NECKLACE,WHYN THE TWIN WHO STOLE THE POMACLAS
CUT THE CORD THAT BINDS THE BOX TIGHTLY,CUT THECORDTET BINDS THE BOX TIGHTLY
THE RED TAPE BOUND THE SMUGGLED FOOD,THE RAUT A BOND OF SMUGLED FOD
LOOK IN THE CORNER TO FIND THE TAN SHIRT,LOK HIM A CORNER TO FIND A TIME SHIT
THE COLD DRIZZLE WILL HALT THE BOND DRIVE,THE COLD DRIZLE WIL HOP THE BOND DRIVE
NINE MEN WERE HIRED TO DIG THE RUINS,NINE MEN WERE HIRED TO TAK THE RUINS
THE JUNKYARD HAD A MOULDY SMELL,E JOUNG CIAD HAD A MOULDY SMEL
THE FLINT SPUTTERED AND LIT A PINE TORCH,THE FLINT SPROTERED AND LIT A PINE TORCH
SOAK THE CLOTH AND DROWN THE SHARP ODOUR,SOAK THE CLOTH AND JAM TE SHARP ORDER
THE SHELVES WERE BARE OF BOTH JAM OR CRACKERS,THE SHALVES WERE BARE OF BOTH JAMEL CRACKERS
A JOY TO EVERY CHILD IS THE SWAN BOAT,AJOIT TO EVERY CHILD IS THE SWANBOAT
ALL SAT FROZEN AND WATCHED THE SCREEN,AL SAT FROZEN AND WATCH THE SCREN
A CLOUD OF DUST STUNG HIS TENDER EYES,A CLOUD OF DUST STUNG HIS TENDER RISE
TO REACH THE END HE NEEDS MUCH COURAGE,TO REACH VIANDIMIDES MUCH COURAGE
SHAPE THE CLAY GENTLY INTO BLOCK FORM,SHAPE THE CLAY GENTLY INTO BROCH FORM
A RIDGE ON A SMOOTH SURFACE IS A BUMP OR FLAW,A RIDGE ON A SMOTH SURFACE IS A BUMPOL FLOR
HEDGE APPLES MAY STAIN YOUR HANDS GREEN,AD JA POSMAY STAN YOUR HAMS GREN
QUENCH YOUR THIRST,CONCIALTUIST
THEN EAT THE CRACKERS,BEAR ME TE CRACKERS
TIGHT CURLS GET LIMP ON RAINY DAYS,TIGHT CURLS GETLEIN PONRAINI DAYS
THE MUTE MUFFLED THE HIGH TONES OF THE HORN,THE MUTE MUFLE THE HIGH TONES OF THE HORN
THE GOLD RING FITS ONLY A PIERCED EAR,THE GOLD DRINK FITS ONLY APEARS TERE
THE OLD PAN WAS COVERED WITH HARD FUDGE,THE OLD PUM WAS COVERED WITH HAD FUDGE
WATCH THE LOG FLOAT IN THE WIDE RIVER,WATCH THE LOG FLOATIN THE WIDE RIVER
THE NOTE ON THIS STALK OF WHEAT GREW DAILY,THE MODONA STARK OF WHEAT GREW DAILY
THE HEAP OF FALLEN LEAVES WAS SET ON FIRE,THE HEAP OF FALEN LEAVES WAS SET ON FIRE
RITE FAST IF YOU WANT TO FINISH EARLY,RIGHT FAST IF YOU WANT TO FINISH EARLY
HIS SHIRT WAS CLEAN BUT ONE BUTTON WAS GONE,HIS SHIRT WAS CLEAN BUT ONE BUTON WAS GONE
THE BARREL OF BEER WAS A BREW OF MOULD AND HOBS,THE BARL OF BER WAS A BRE OF MOT AND HOPS
TIN CANS ARE ABSENT FROM STORE SHELVES,TWO COMESAL ABSENT FROM STORE SHELVES
SLIDE THE BOX INTO THAT EMPTY SPACE,SLIDE THE BOX INTO THE TAMPTY SPACE
THE PLANT GREW LARGE AND GREEN IN THE WINDOW,THE PLANT GREW LARGE AND GREN IN THE WINDOW
THE BEAM DROPPED DOWN ON THE WORKMAN'S HEAD,A BEAM JOMPED DOWN ON THE WORKMAN'S HEAD
PINK CLOUDS FLOATED WITH THE BREEZE,PINK CLOUDS FLOATED WITH THE BREZE
SHE DANCED LIKE A SWAN,SHE DANCED LIKE A SWAN
TALL AND GRACEFUL,TAL AND GRACEFUL
THE TUBE WAS BLOWN AND THE TIRE FLAT AND USELESS,THE TUBE WAS BLOWN ON THE TIRE FLAT AND USELES
IT IS LATE MORNING ON THE OLD WALL CLOCK,IT IS LATE MORNING ON THE OLD WAL CLOCK
LET'S ALL JOIN AS WE SING THE LAST CHORUS,LET'S AL JOIN AS WE SING THE LAST CHORUS
THE LAST SWITCH CANNOT BE TURNED OFF,THE LAST SWITCH CANOT BE TURN'D OF
THE FIGHT WILL END IN JUST SIX MINUTES,THE FIGHT WIL END IN JUST SIX MINUTES
THE STORE WALLS WERE LINED WITH COLORED FROCKS,THE STOR WALS WERE LINED WITH COLOURED FRACKS
THE PEACE LEAGUE MET TO DISCUSS THEIR PLANS,THE PIECE LEAGE MET TO DISCUS THEIR PLANS
THE RISE TO FAME OF A PERSON TAKES LUCK,THE RISE TO FAME OF A PERSON TAKES LUCK
PAPER IS SCARCE,IPOSE SCARCE
SO WRITE WITH MUCH CARE,SO WRITE WITH MUCH CARE
THE QUICK FOX JUMPED ON THE SLEEPING CAT,THE QUICK FOX JUMPED ON THE SLEPING CAT
THE NOZZLE OF THE FIREHOSE WAS BRIGHT BRASS,THE MOZLE OF THE FIRE HOSE WAS BRIGHT BRUS
SCREW THE ROUND CAP ON AS TIGHT AS NEEDED,SCREW THE ROUND CAP ON AS TIGHT AS NE DID
TIME BRINGS US MANY CHANGES,TIME BRINGS US MAMY CHANGES
THE PURPLE TIE WAS TEN YEARS OLD,THE PURPLE TIE WAS TEN YEARS OLD
MEN THINK AND PLAN AND SOMETIMES ACT,MEN THINK AND PLALM AND SOMETIMES ACT
FILL THE INK JAR WITH STICKY GLUE,FIL THE INK JAW WITH STICK HE GLEW
HE SMOKE A BIG PIPE WITH STRONG CONTENTS,HE SMOKE A BIG PIPE WITH STRONG CONTENTS
WE NEED GRAIN TO KEEP OUR MULES HEALTHY,WE NED GRAIN TO KEP OUR MULES HEALTHY
PACK THE RECORDS IN A NEAT THIN CASE,PACK THE RECORDS IN AN EATS THEM CASE
THE CRUNCH FEET IN THE SNOW WAS THE ONLY SOUND,THE CUNCH OF FET IN THE SNOW WAS THE ONLY SOUND
THE COPPER BOWL SHONE IN THE SUN'S RAYS,THE COCABUL SHONE IN THE SUN'S RAYS
BOARDS WILL WARP UNLESS KEPT DRY,BORTS WIL WALK EM LES CAP DRY
THE PLUSH CHAIR LEANED AGAINST THE WALL,THE PLUSH CHAIR LEANED AGAINST THE WAL
GLASS WILL CLINK WHEN STRUCK BY METAL,GLAS WIL CLINK WHEN STRUCK BY METLE
BATHE AND RELAX IN THE COOL GREEN GRASS,BATH EN RELAX IN MECUL GREN GRAS
NINE ROWS OF SOLDIERS STOOD IN A LINE,NINE ROWS OF SOLDIERS STOD IN A LINE
THE BEACH IS DRY AND SHALLOW AT LOW TIDE,THE BECHER'S GLION SHALOW AT LOW TIDE
THE IDEA IS TO SOW BOTH EDGES STRAIGHT,TE IDEA IS TO SOBOTH AD YOU STRAIT
THE KITTEN CHASED THE DOG DOWN THE STREET,THE KITON CHASED THE DOG DOWN THE STRET
PAGES BOUND IN CLOTH MAKE A BOOK,PAGERS BOUND IN CLOTH MAKE A BOK
TRY TO TRACE THE FINE LINES OF THE PAINTING,TRY TO TRACE THE FYINE LINES OF REPAINTING
WOMEN FORM LESS THAN HALF OF THE GROUP,WOMEN FORM LES THAN HALF OF THE GROUP
THE ZONES MERGE IN THE CENTRAL PART OF TOWN,BOZONES MERGED IN THE CENTIAL PAT OF TIME
A GEM IN THE ROUGH NEEDS WORK TO POLISH,A GERMAN THE ROUGH NEDS WORK TO POLISH
CODE IS USED WHEN SECRETS ARE SENT,COLD IS USED ON SECRET COUSANT
MOST OF THE NEWS IS EASY FOR US TO HEAR,MOST OF THE NEWS IS EASY FOR US TO HEAR
HE USED THE LATHE TO MAKE BRASS OBJECTS,HE USED THE LATE TO MAKE BRAS OBJECTS
THE VAIN ON TOP OF THE POLE REVOLVED IN THE WIND,THE VAIN ON TOP OF THE POWL REVOLVED IN THE WIND
MINCE PIE IS A DISH SERVE TO CHILDREN,MENS PIES A DISH SERVE TO CHILDREN
THE CLAN GATHERED ON EACH DULL NIGHT,THE CLAM GATHERED ON EACH STAL NIGHT
LET IT BURN,LASHET TRON
IT GIVES US WARMTH AND COMFORT,IT GIVES A SWARMPH AN COMFORT
A CASTLE BUILT FROM SAND FAILS TO ENDURE,A CASTLE BUILT FROM SUND FAILS TO ENDURE
A CHILD'S WIT SAVE THE DAY FOR US,A CHILD'S WIT SAVE THE DAY FOR US
TACK THE STRIP OF CARPET TO THE WORN FLOOR,TACRUS TRIPE CARPET TO THE WAING FLOR
NEXT TUESDAY WE MUST VOTE,NEXT TUESDAY WE MUST VOTE
POUR THE STEW FROM THE POT INTO THE PLATE,POUR THE STEW FROM THE POTENT OF E PLATE
EACH PENNY SHONE LIKE NEW,EACH PANY SHUN LIKE MEAL
THE MAN WENT TO THE WOODS TO GATHER STICKS,THE MIND WENT TO THE WARDS TO GATHER STICKS
THE DIRT PILES WERE LINES ALONG THE ROAD,THE DIRTS PILES WERE LINES ALONG THE ROAD
THE LOGS FELL AND TUMBLED INTO THE CLEAR STREAM,THE LOGS FALAN TUMBLED INTO THE CLEAR STREAM
JUST HOIST IT UP AND TAKE IT AWAY,JUST HOIST IT UP AND TAKE IT AWAY
A RIPE PLUM IS FIT FOR A KING'S PALATE,A RIPE PLUM IS FIT FOR A KING'S PALATE
OUR PLANS RIGHT NOW ARE HAZY,AR PLUMS RIGHT NOW O'R HAZY
BRASS RINGS ARE SOLD BY THESE NATIVES,PROS RINGS ARE SOLD BY THESE NEGTIVES
IT TAKES A GOOD TRAP TO CAPTURE A BEAR,IT TAKES A GOD TARP TO CAPTURE OF BEAR
FEED THE WHITE MOUSE SOME FLOWER SEEDS,FED THE WHITE MOUSE SOME FLOWR SEDS
THE THAW CAME EARLY AND FREED THE STREAM,THE FOUR CAME EARLY AND FRED THE STREAM
HE TOOK THE LEAD AND KEPT IT THE WHOLE DISTANCE,HE TOK THE LEAD AND CAPTURAT THE WHOLE DISTANCE
THE KEY YOU DESIGNED WILL FIT THE LOOK,THE KEY YOU DESIGNED WIL FRIT THE LOCK
PLEAD TO THE COUNCIL TO FREE THE POOR THIEF,PLAY TO THE COUNSIL TO FRE THE POR THIEF
BETTER HASH IS MADE OF RARE BEEF,BETER HUSH IS MADE OF RARE BEF
THIS PLANK WAS MADE FOR WALKING ON,THIS PLANK WAS MADE FOR WALKING ON
THE LAKE SPARKLED IN THE RED HOT SUN,THE LAKE SPARKLED IN THE RED HOT SUM
HE CRAWLED WITH CARE ALONG THE LEDGE,HE CRAWLED WITH CLEAR ALONG THE LENCH
TEND THE SHEEP WHILE THE DOG WANDERS,TAM THE SHEP WHILE THE DOG WONDERS
IT TAKES A LOT OF HELP TO FINISH THESE,IT TAKES A LOT OF HELP TO FINISH THESE
MARK THE SPOT WITH A SIGN PAINTED RED,MARK RESPOT WITH A SIGN PAINT TO DREAD
TAKE TWO SHARES AS A FAIR PROFIT,TAKE TWOSHEZOS OF FAIR COFRET
THE FUR OF CATS GOES BY MANY NAMES,THE FUR OF CATS GOS BY MANY NAMES
NORTH WINDS BRING COLDS AND FEVERS,NORTH WIMDS BRING COLDS AND FEVERS
HE ASKS NO PERSON TO VOUCH FOR HIM,HE ASKS NO PERSON TO VATCH FOR HIM
GO NOW AND COME HERE LATER,COL NOW ONE COME HERE LATER
A SASH OF GOLD SILK WILL TRIM HER DRESS,A SASH OF GOLD SILK RUCHANA DRES
SOAP CAN WASH MOST DIRT AWAY,SOAP CAN WASHMOST DIRT AWAY
THAT MOVE MEANS THE GAME IS OVER,THAT MOVE MEANS THE GAY MESOVE
HE WROTE DOWN A LONG LIST OF ITEMS,HE WROTE DOWN A LONG LIST OF WRITAMS
A SIEGE WILL CRACK THE STRONG DEFENCE,A SIEGE WIL CRACK THE STRONG DEFENCE
GRAPE JUICE AND WATER MIX WELL,GRAPE JUICE AND WATER MAKE SWEL
ROADS ARE PAVED WITH STICKE TAR,ROADS ARE PAVED WITH STICK HE TALK
FAKE STONES SHINE BUT COST LITTLE,FRAKE STONE SHINE BUT COST LITLE
THE DRIP OF THE RAIN MADE A PLEASANT SOUND,THE DRIP OF THE RAIN MADE A PLEASANT SOUND
SMOKE POURED OUT OF EVERY CRACK,SMOKE POURED OUT OF EVERY CRACK
SERVE THE HOT RUM TO THE TIRED HEROES,SERVE THE HOT RUM TO RETIRED HEROES
MUCH OF THIS STORY MAKES GOOD SENSE,MUCH OF THE STORY MAKES GOD SENSE
THE SUN CAME UP TO LIGHT THE EASTERN SKY,THE SUN CAME UP TO LIGHT THE EASTERN SKY
HEAVE THE LINE OVER THE PORT SIDE,GIVE THE MINE OVER THE PORT SIDE
A LATHE CUTS AND TRIMS ANY WOOD,A LAB CUT SOME TREMS AMI WUD
IT'S A DENSE CROWD IN TWO DISTINCT WAYS,IT'S A DENSE CROWD IN TRUE DISTINCT WAYS
HIS HIP STRUCK THE KNEE OF THE NEXT PLAYER,HIS HIP STRUCK THE ME OF THE NEXT PLAYER
THE STALE SMELL OF OLD BEER LINGERS,THE STALE SMEL OF OD BEA LINGERS
THE DESK WAS FIRM ON THE SHAKY FLOOR,THE DASK WAS FIRM ON THE SHAKY FLOR
IT TAKES HEAT TO BRING OUT THE ODOR,IT TAKES HEAT TO BRING OUT THE ELDER
BEEF IS SCARCER THAN SOME LAMB,BEF A SCARCER THAN SUMBERLAM
RAISE THE SAIL AND STEER THE SHIP NORTHWARD,RAISE THE SAILANTSTYAR THE SHIP NORTHWARD
A CONE COSTS FIVE CENTS ON MONDAYS,BA COMBE COSTS FIVE CENTS ON MONDAYS
A POD IS WHAT PEAS ALWAYS GROW IN,A PONTERS WHAT PEASE ALWAYS GROWING
JERK THAT DART FROM THE CORK TARGET,JERK THAT GOT FROM THE COK TARGET
NO CEMENT WILL HOLD HARD WOOD,NO SURMOUNT WIL HOLD HARDWOD
WE NOW HAVE A NEW BASE FOR SHIPPING,WE NOW HAVE A NEAL BASE FOR SHIPING
